"Region","Antofagasta","Arica y Parinacota","Atacama","Aysén","Biobío","Coquimbo","Araucanía","O’Higgins","Los Lagos","Los Ríos","Magallanes","Maule","Metropolitana","Tarapacá","Valparaíso","Ñuble"
"30-Sep","6.0","12.6","4.0","9.1","2.9","3.2","1.6","2.2","2.5","2.0","0.5","3.6","4.3","5.8","2.2","2.2"
"01-Oct","6.2","12.4","3.9","6.9","2.7","3.1","2.0","2.2","2.6","2.2","0.4","3.6","4.2","6.1","2.3","2.0"
"02-Oct","6.1","13.3","3.8","7.9","2.5","3.2","2.2","2.3","2.3","2.3","0.5","3.5","4.3","6.2","2.5","2.7"
"03-Oct","5.9","13.4","4.0","6.9","2.6","3.2","2.3","2.3","2.0","2.5","0.5","3.3","4.2","6.5","2.6","2.9"
"04-Oct","6.0","13.7","4.0","6.4","2.4","3.1","2.6","2.3","1.8","2.3","0.4","3.1","4.3","7.2","2.6","3.0"
"05-Oct","6.2","12.0","4.2","5.7","2.3","2.9","2.7","2.6","1.8","2.2","0.4","2.8","4.4","7.3","2.7","2.8"
"06-Oct","6.3","11.4","4.3","6.3","2.4","3.2","2.7","2.7","1.8","2.5","0.3","3.0","4.7","7.4","2.7","2.7"
"07-Oct","5.9","10.1","4.4","6.0","2.3","2.9","2.7","2.6","1.8","2.3","0.4","2.8","4.9","8.1","3.0","2.8"
"08-Oct","5.8","9.5","4.0","5.3","2.3","2.9","2.4","2.6","2.1","2.3","0.4","2.9","5.2","7.4","3.1","2.8"
"09-Oct","5.2","7.5","4.2","4.7","2.3","3.1","2.2","3.0","2.3","2.5","0.2","3.1","5.5","8.2","3.3","2.4"
"10-Oct","5.3","7.4","3.9","6.0","2.3","3.3","2.0","2.9","2.5","2.8","0.2","3.6","6.0","7.9","3.4","2.8"
"11-Oct","5.0","7.0","3.9","6.0","2.6","3.3","1.9","3.0","2.7","3.1","0.2","4.0","6.4","7.8","3.7","3.1"
"12-Oct","5.2","7.3","3.7","5.7","2.6","3.3","1.9","3.0","2.7","3.2","0.2","4.4","6.5","7.4","3.7","3.4"
"13-Oct","5.0","6.9","4.2","5.3","2.6","2.9","1.9","3.1","2.8","3.3","0.2","4.3","6.6","8.4","3.9","3.4"
"14-Oct","5.0","7.4","4.4","4.8","2.9","3.0","1.9","3.3","2.7","3.0","0.2","4.9","6.9","7.4","3.9","3.5"
"15-Oct","6.0","8.0","4.9","5.6","3.3","3.4","1.9","3.5","2.6","3.4","0.2","5.1","7.6","7.8","4.0","4.1"
"16-Oct","7.3","8.7","4.9","5.6","3.7","3.3","2.1","3.5","2.6","3.2","0.2","5.7","8.5","8.0","4.4","4.4"
"17-Oct","7.9","9.0","4.8","4.0","3.7","3.2","2.2","3.6","2.5","3.3","0.6","6.1","9.1","9.1","4.6","4.3"
"18-Oct","8.4","9.0","4.5","3.7","3.7","3.3","2.3","3.8","2.7","3.7","0.6","6.5","9.5","8.8","4.9","4.6"
"19-Oct","8.3","9.7","4.6","3.6","3.7","3.5","2.3","4.0","2.9","4.3","0.6","6.6","9.9","9.6","5.1","4.5"
"20-Oct","9.0","10.4","4.0","3.5","4.0","3.8","2.4","4.1","2.8","4.6","1.1","6.9","10.4","8.4","5.5","4.7"
"21-Oct","9.7","9.6","4.7","3.3","4.1","4.1","2.7","4.4","2.9","6.0","1.2","7.7","11.0","9.1","5.7","4.9"
"22-Oct","9.7","9.6","4.4","2.8","4.1","4.5","2.9","4.5","3.6","5.7","1.7","8.5","11.3","9.7","6.1","4.9"
"23-Oct","9.0","9.0","5.4","2.4","4.3","5.3","3.1","5.1","3.8","6.1","1.8","8.7","11.5","9.9","6.3","5.4"
"24-Oct","8.7","8.2","5.1","4.0","4.6","6.0","3.2","5.6","4.1","6.9","2.2","8.8","11.7","9.4","6.7","5.7"
"25-Oct","9.2","8.8","6.1","4.0","4.7","6.4","3.1","6.0","4.3","6.5","2.4","9.2","11.9","9.5","7.0","5.6"
"26-Oct","9.5","8.2","6.2","5.2","4.9","7.1","3.1","6.2","4.5","6.1","2.3","9.4","12.1","9.6","7.2","5.7"
"27-Oct","9.7","8.2","7.0","5.7","5.0","7.5","3.4","6.7","4.7","6.2","2.3","9.6","12.7","10.8","7.2","5.9"
"28-Oct","10.1","8.0","7.0","7.2","5.1","8.1","3.1","6.4","4.9","5.8","2.6","9.3","13.2","11.1","7.7","5.8"
"29-Oct","9.8","7.5","7.6","8.3","5.3","8.2","3.6","6.8","5.2","6.7","2.5","8.9","13.4","12.2","7.8","5.8"
"30-Oct","10.8","7.9","7.9","9.7","5.7","8.2","3.5","6.9","5.6","6.5","3.5","9.0","13.5","11.2","8.0","5.5"
"31-Oct","10.8","7.8","8.2","10.3","6.5","8.2","3.8","7.3","5.6","6.8","3.9","8.9","13.8","12.2","8.1","5.1"
"01-Nov","10.3","7.8","8.0","12.2","6.9","8.6","4.2","7.1","6.1","7.1","4.1","8.5","13.9","12.4","8.0","5.2"
"02-Nov","10.1","7.4","8.3","13.0","7.2","8.4","4.5","7.4","5.9","7.5","4.3","8.8","14.0","12.4","8.2","5.9"
"03-Nov","9.8","6.8","8.3","16.1","7.3","8.1","4.6","7.1","6.3","7.5","4.1","8.4","13.4","11.5","8.2","5.7"
"04-Nov","9.1","7.8","8.6","16.0","7.7","7.9","4.6","7.4","6.4","7.1","4.6","8.0","13.0","11.2","7.9","5.5"
"05-Nov","9.2","7.6","9.2","15.6","8.2","8.3","4.2","7.3","6.6","7.7","4.6","9.1","13.1","9.6","8.4","5.6"
"06-Nov","8.9","7.7","9.4","17.8","9.0","8.7","5.1","7.1","7.1","8.7","5.3","9.1","13.5","11.3","9.2","5.6"
"07-Nov","9.3","7.8","10.9","22.2","9.7","9.4","5.9","7.1","8.1","9.5","5.3","9.6","13.4","10.5","9.8","6.3"
"08-Nov","10.0","8.4","10.8","28.4","10.6","9.9","6.2","7.0","8.1","9.5","6.3","10.0","13.7","11.2","10.5","6.2"
"09-Nov","10.4","9.3","12.3","31.7","11.2","10.1","6.7","7.1","9.6","10.1","6.6","10.5","13.7","11.5","10.9","6.1"
"10-Nov","10.9","11.0","12.4","33.2","12.3","10.8","7.5","6.7","10.0","10.4","7.0","11.1","14.3","12.3","12.0","6.9"
"11-Nov","11.9","10.8","13.8","38.5","13.6","11.4","8.1","7.3","11.3","12.2","7.4","11.6","14.5","13.4","12.8","7.7"
"12-Nov","12.4","11.5","14.7","44.2","14.7","11.3","9.0","7.7","12.0","13.9","9.2","11.1","14.3","14.7","13.0","8.1"
"13-Nov","12.3","12.1","16.0","46.7","14.6","11.6","8.9","7.7","12.3","16.1","8.7","11.3","13.8","14.0","12.9","8.5"
"14-Nov","12.4","12.4","15.8","48.6","15.1","11.1","9.0","7.5","14.1","18.9","9.2","11.4","13.5","14.8","13.3","8.5"
"15-Nov","11.8","11.8","19.0","44.9","15.6","10.6","9.5","7.8","15.4","21.6","8.4","11.5","13.1","14.3","13.0","9.0"
"16-Nov","11.6","11.9","18.9","43.0","16.1","10.7","9.4","7.7","15.7","21.5","8.5","11.7","13.0","13.8","12.8","8.9"
"17-Nov","11.3","10.7","19.4","49.8","16.5","10.9","8.9","8.2","16.4","21.8","8.9","12.0","12.5","13.6","12.8","9.2"
"18-Nov","10.9","10.6","22.1","48.6","16.6","11.1","9.2","7.4","17.1","21.6","8.2","12.4","12.0","13.4","12.7","9.3"
"19-Nov","10.6","10.3","22.5","47.3","17.2","11.7","9.0","6.9","18.5","20.6","6.7","12.1","11.3","14.3","13.0","9.6"
"20-Nov","10.0","9.5","22.1","45.9","17.7","11.1","9.7","6.5","19.9","19.4","6.4","12.6","11.0","15.1","13.2","10.4"
"21-Nov","9.9","9.4","24.2","44.2","17.7","11.6","9.9","7.0","21.3","16.6","5.8","12.7","10.7","15.5","12.8","10.7"
"22-Nov","9.5","8.5","24.4","46.5","17.8","12.1","9.8","6.8","21.2","14.6","6.3","12.8","10.4","15.7","13.3","10.9"
"23-Nov","9.2","7.6","24.6","49.8","18.2","12.6","10.0","6.8","22.5","15.1","6.1","12.3","10.0","15.2","13.5","11.7"
"24-Nov","9.0","7.3","24.6","41.7","18.0","12.8","10.1","6.7","24.0","15.2","5.8","12.3","9.7","15.4","13.2","11.9"
"25-Nov","8.9","7.0","23.8","41.3","18.4","12.5","10.3","6.9","24.8","16.5","6.1","11.9","9.4","15.4","13.6","12.7"
"26-Nov","8.2","6.4","25.3","42.5","18.3","12.7","10.7","6.8","26.4","17.6","6.6","12.0","9.3","14.3","13.1","13.6"
"27-Nov","8.2","6.1","24.5","43.7","18.9","14.0","10.5","7.0","27.6","18.0","6.5","11.8","8.9","13.9","13.1","14.1"
"28-Nov","8.0","5.7","22.9","40.1","19.4","14.2","10.3","6.7","27.0","17.6","6.4","11.6","8.5","12.6","13.0","14.9"
"29-Nov","8.3","5.7","23.2","35.1","19.3","13.9","10.2","6.6","28.5","17.6","5.5","10.9","8.2","12.1","12.6","15.2"
"30-Nov","8.4","5.8","23.4","37.1","18.6","13.4","10.2","6.0","28.0","17.2","5.8","10.8","8.0","12.0","12.3","15.6"
"01-Dic","8.2","5.8","23.4","36.5","18.4","13.4","10.2","5.9","27.4","17.6","6.2","10.5","7.6","11.2","12.0","15.5"
"02-Dic","8.1","5.3","22.2","37.1","18.5","13.4","10.0","6.0","27.3","17.1","6.2","10.3","7.2","11.0","11.4","14.4"
"03-Dic","8.9","5.1","20.3","36.9","18.3","12.9","9.4","5.8","26.3","15.9","6.7","9.8","6.7","9.6","11.2","14.5"
"04-Dic","9.0","4.6","20.9","34.2","17.9","11.7","9.1","5.3","25.6","15.4","7.2","9.3","6.5","8.3","10.3","14.0"
"05-Dic","9.1","4.4","21.2","35.1","17.0","11.4","9.1","4.9","26.0","17.0","7.4","8.8","6.1","7.7","9.9","13.6"
"06-Dic","8.7","4.5","19.0","37.5","16.7","11.1","8.7","4.7","25.5","17.4","8.2","8.7","5.7","7.3","9.6","13.2"
"07-Dic","8.5","4.3","18.5","32.2","16.8","10.7","8.4","4.5","26.4","17.7","7.6","8.0","5.6","7.4","9.5","11.8"
"08-Dic","8.8","4.8","18.0","30.4","16.9","10.1","8.2","4.2","27.0","18.1","7.4","7.7","5.5","7.9","9.3","11.4"
"09-Dic","8.2","4.5","16.8","28.4","16.0","10.3","8.0","3.9","27.7","18.4","8.1","7.6","5.1","6.6","8.9","11.5"
"10-Dic","7.4","4.5","17.3","25.3","15.7","9.6","8.1","3.8","26.4","17.5","7.8","7.5","4.7","6.1","8.1","10.3"
"11-Dic","7.3","5.3","15.8","23.8","14.7","9.7","7.6","3.6","25.4","17.3","7.8","6.7","4.2","6.1","7.8","9.4"
"12-Dic","7.1","5.4","14.5","22.8","14.8","9.3","7.7","3.2","23.8","16.6","7.8","6.6","4.1","6.0","7.5","8.2"
"13-Dic","6.9","5.6","14.4","20.0","14.8","9.1","8.3","3.2","23.5","16.2","7.3","6.4","4.1","6.5","7.1","8.0"
"14-Dic","6.8","5.4","13.3","18.8","14.4","9.3","8.5","3.2","21.6","15.9","7.8","6.6","4.1","6.2","7.0","7.9"
"15-Dic","7.0","4.7","13.3","20.4","14.0","9.0","8.6","3.1","20.0","15.4","9.4","6.4","3.9","5.9","6.8","7.3"
"16-Dic","7.6","5.2","12.3","19.2","13.7","8.2","8.8","3.0","18.7","14.2","9.4","6.0","3.8","5.7","6.8","7.1"
"17-Dic","7.7","5.6","10.6","16.6","13.0","7.8","8.7","3.0","18.7","14.7","10.2","5.7","3.9","6.6","7.0","7.4"
"18-Dic","7.5","5.1","10.8","16.2","13.0","7.3","9.2","3.1","19.1","14.3","10.6","5.9","3.9","6.6","7.1","7.3"
"19-Dic","7.8","6.5","10.7","14.5","12.4","6.6","8.5","3.1","18.1","13.5","11.0","5.8","3.7","7.1","7.0","7.5"
"20-Dic","8.1","10.0","10.0","14.4","12.1","6.2","7.9","3.0","16.7","14.2","11.6","5.9","3.5","6.7","6.9","7.6"
"21-Dic","8.2","13.3","10.3","12.8","11.7","5.8","7.9","3.0","16.3","14.3","11.6","6.0","3.4","6.8","6.9","7.4"
"22-Dic","7.6","13.9","10.0","12.4","11.3","5.5","7.9","2.9","15.9","14.9","10.5","6.1","3.5","6.4","6.7","7.6"
"23-Dic","7.3","14.8","11.2","10.5","11.2","5.0","7.6","2.7","15.5","16.3","10.5","5.6","3.6","6.8","6.6","7.7"
"24-Dic","7.2","16.7","11.4","11.5","11.3","5.1","7.5","2.6","14.9","16.8","10.3","5.6","3.6","6.3","6.5","7.0"
"25-Dic","7.6","19.3","11.9","11.6","11.4","4.9","7.4","2.8","13.9","17.6","9.9","5.3","3.7","6.6","6.5","6.8"
"26-Dic","7.2","17.7","11.5","11.5","10.9","5.1","7.7","2.7","13.2","18.0","9.7","5.1","4.0","6.2","6.3","6.8"
"27-Dic","6.7","14.3","10.2","11.3","10.3","4.7","7.5","2.7","12.2","17.4","9.3","4.3","4.0","6.5","6.1","5.9"
"28-Dic","6.4","11.0","9.6","11.5","10.2","4.5","7.4","2.6","11.6","17.1","9.5","4.2","4.2","6.9","6.0","5.5"
"29-Dic","7.0","10.7","9.6","10.0","10.6","4.6","7.4","2.7","11.4","16.7","9.9","4.1","4.5","8.8","6.2","5.5"
"30-Dic","7.1","10.7","8.5","10.1","10.8","5.1","8.1","2.8","10.6","16.2","10.3","4.3","4.8","11.6","6.4","5.2"
"31-Dic","7.5","9.3","8.7","9.6","10.9","5.0","8.9","2.7","10.6","15.9","11.4","4.3","5.1","16.9","6.8","5.3"
"01-Ene","7.6","8.0","8.3","10.1","10.6","4.9","9.7","2.4","10.2","15.8","12.0","4.4","5.5","23.4","6.9","5.6"
"02-Ene","7.9","9.3","8.7","10.5","10.8","4.7","10.1","3.0","10.2","15.6","12.5","4.5","6.0","33.4","7.1","5.1"
"03-Ene","8.2","10.8","8.4","10.3","10.8","4.9","10.4","2.8","10.0","14.7","12.6","4.6","6.2","37.2","7.1","5.3"
"04-Ene","8.4","13.6","8.4","9.9","10.7","5.1","10.4","2.8","10.3","14.0","12.8","4.3","6.5","39.4","7.2","5.5"
"05-Ene","8.9","17.6","8.5","9.7","10.2","5.3","10.8","3.0","10.3","13.7","14.9","4.1","7.0","44.9","7.3","5.5"
"06-Ene","10.5","26.4","9.1","10.4","10.2","5.6","10.9","3.4","10.7","12.9","18.8","4.3","8.1","54.2","7.9","5.9"
"07-Ene","12.5","37.0","10.2","10.8","9.9","6.4","12.1","3.5","11.0","14.8","25.6","4.6","9.8","64.6","8.7","6.5"
"08-Ene","15.8","46.4","11.1","10.0","10.1","7.2","13.7","4.3","11.2","15.1","36.0","5.2","11.7","77.6","10.1","7.3"
"09-Ene","20.3","58.7","12.8","10.4","10.2","7.8","15.5","4.6","12.0","16.6","41.6","5.5","13.2","86.3","11.4","8.5"
"10-Ene","24.7","66.7","15.0","12.6","11.1","8.9","17.5","5.4","12.9","18.8","52.9","6.3","15.2","105.9","13.3","9.9"
"11-Ene","29.7","73.2","15.9","14.6","11.4","10.3","19.7","6.1","12.9","20.8","65.7","6.8","17.1","126.6","14.6","11.3"
"12-Ene","35.1","81.7","18.4","16.6","11.9","11.7","21.3","7.1","12.7","24.4","75.5","7.5","19.2","141.5","16.8","12.1"
"13-Ene","41.9","92.5","23.1","19.4","12.3","13.5","24.7","7.7","12.6","26.2","84.7","8.5","22.5","159.1","19.8","13.6"
"14-Ene","51.1","100.6","26.7","22.9","13.0","16.5","26.8","9.1","13.1","28.6","103.8","9.7","25.8","175.4","23.0","15.8"
"15-Ene","63.2","109.3","29.8","29.2","14.3","21.4","30.2","10.9","13.1","30.6","116.6","10.7","28.9","197.1","27.1","17.1"
"16-Ene","75.9","123.9","32.9","33.2","15.6","26.2","33.6","13.1","14.2","31.6","135.8","12.2","32.6","210.2","31.7","19.0"
"17-Ene","88.4","138.1","38.1","38.7","17.1","29.8","35.6","14.7","15.6","32.6","145.2","13.6","36.1","222.5","35.2","20.4"
"18-Ene","97.4","150.3","41.1","42.7","18.6","33.3","37.9","16.2","16.2","34.1","157.0","14.3","38.2","233.6","38.0","21.9"
"19-Ene","109.2","159.1","44.7","48.5","20.1","37.4","39.7","17.9","17.7","34.9","164.5","16.1","41.4","247.0","41.8","24.8"
"20-Ene","121.9","173.8","46.4","53.8","22.1","41.7","41.9","21.2","20.7","39.4","185.7","18.5","44.8","250.7","45.1","27.8"
"21-Ene","133.2","175.5","52.9","64.6","25.7","48.5","46.7","25.2","22.8","40.3","187.1","21.0","49.3","267.4","50.7","30.2"
"22-Ene","131.2","175.0","59.2","75.1","29.2","54.1","50.0","28.0","26.7","46.1","211.5","24.8","53.4","260.2","55.0","34.7"
"23-Ene","124.7","154.8","66.4","85.1","32.6","60.4","54.3","30.9","30.3","52.8","223.8","28.7","56.3","264.6","59.7","36.7"
"24-Ene","125.1","146.7","79.2","90.0","37.6","66.5","61.5","34.5","34.4","59.7","235.1","31.8","60.2","264.6","66.0","38.3"
"25-Ene","129.8","142.5","89.6","98.8","42.1","71.0","68.4","40.0","39.7","65.8","231.5","35.9","65.0","269.4","72.8","40.3"
"26-Ene","132.6","138.9","103.4","114.8","48.3","78.7","77.1","46.2","45.4","73.3","236.8","45.1","71.3","276.9","79.1","47.1"
"27-Ene","142.5","125.3","117.7","139.3","58.7","88.9","88.2","56.1","53.7","80.9","251.0","51.7","78.7","278.9","88.7","60.8"
"28-Ene","154.5","142.2","129.2","154.0","69.6","94.7","99.0","64.0","66.6","93.8","258.2","61.1","87.1","263.7","95.6","73.4"
"29-Ene","171.4","143.3","144.9","159.6","80.4","108.2","110.1","73.8","81.1","110.0","242.0","70.8","98.1","263.8","106.0","84.2"
"30-Ene","188.2","158.4","157.1","179.5","91.7","118.5","121.3","83.4","93.8","123.4","245.4","79.0","108.9","259.7","116.0","102.7"
"31-Ene","201.9","169.0","159.3","189.6","100.9","124.5","131.7","91.6","105.1","135.3","247.4","86.8","117.9","250.7","122.7","109.9"
"01-Feb","203.2","175.0","160.0","200.1","110.5","130.9","141.8","95.6","112.2","148.7","252.8","96.1","123.3","226.7","126.0","128.5"
"02-Feb","209.6","178.2","163.0","213.4","120.8","143.6","149.9","104.8","123.2","158.8","254.5","104.8","132.9","200.2","131.5","142.3"
"03-Feb","208.9","195.4","172.2","219.6","130.8","152.1","155.3","106.1","135.2","176.1","246.0","120.8","142.0","189.8","140.0","142.5"
"04-Feb","206.0","195.9","185.3","236.3","139.9","165.0","160.9","113.8","147.7","188.3","250.2","133.0","148.5","174.9","153.4","155.3"
"05-Feb","200.5","203.8","199.4","262.8","152.3","167.2","170.2","121.3","162.4","193.8","251.7","144.1","150.9","158.7","161.2","156.4"
"06-Feb","198.2","195.3","212.8","269.2","160.2","171.6","178.4","125.0","176.7","204.6","242.8","154.3","153.3","140.1","165.9","165.6"
"07-Feb","188.2","198.9","217.7","284.0","165.7","176.2","183.3","129.1","183.0","209.1","228.8","164.5","155.0","124.0","172.4","190.1"
"08-Feb","181.7","194.8","233.4","295.4","173.5","176.6","188.7","134.2","186.6","206.2","219.0","170.9","155.0","115.0","175.1","203.1"
"09-Feb","174.5","198.8","256.2","304.1","181.8","174.7","199.8","137.3","187.2","243.2","210.2","182.4","153.2","108.3","177.6","212.9"
"10-Feb","166.1","187.8","257.8","316.2","186.1","171.5","214.9","144.2","194.4","269.3","203.8","184.9","150.7","95.1","179.1","220.4"
"11-Feb","155.2","173.9","246.9","323.4","188.3","167.0","227.1","149.3","202.3","278.7","186.3","192.8","150.5","88.5","178.8","217.6"
"12-Feb","146.4","165.4","239.4","312.9","190.3","164.0","235.1","152.1","205.6","289.9","174.4","199.4","148.4","79.0","176.0","232.2"
"13-Feb","136.2","169.9","246.0","318.9","194.5","159.6","242.4","155.9","209.4","295.1","158.8","210.5","146.1","72.3","174.0","249.0"
"14-Feb","127.6","152.7","237.0","307.2","197.9","157.2","244.0","156.9","214.2","295.3","156.1","214.9","141.0","67.1","172.3","255.2"
"15-Feb","120.8","143.0","220.5","295.2","201.8","156.2","242.8","160.1","216.6","301.9","148.2","217.8","138.3","65.8","170.5","246.0"
"16-Feb","110.9","131.9","197.8","299.2","208.9","149.8","242.4","169.1","234.6","276.5","147.2","218.1","133.5","61.3","171.5","244.6"
"17-Feb","104.1","119.4","198.3","291.6","218.4","148.6","245.5","173.4","241.0","263.5","132.2","231.9","128.7","56.5","170.7","251.7"
"18-Feb","95.5","108.3","200.0","278.4","230.1","144.8","244.9","174.2","240.3","275.0","130.0","239.3","120.3","52.3","162.7","261.4"
"19-Feb","90.4","101.0","201.1","279.1","242.0","142.9","241.8","172.7","236.4","278.4","128.3","246.9","115.5","49.7","160.7","259.8"
"20-Feb","84.5","93.3","184.0","271.3","248.8","142.2","239.6","171.5","235.2","283.3","131.4","254.9","108.7","47.1","158.2","239.8"
"21-Feb","79.2","87.4","188.2","264.2","252.9","138.2","238.0","165.2","228.5","284.4","124.0","263.4","103.9","44.4","151.0","222.4"
"22-Feb","77.2","83.9","188.0","258.7","249.5","136.7","232.0","158.2","227.8","287.1","122.8","259.2","100.8","43.1","145.8","222.6"
"23-Feb","75.0","78.4","189.9","241.9","248.1","133.3","228.9","144.7","219.4","287.3","120.0","252.8","96.1","42.5","141.0","220.6"
"24-Feb","70.0","75.7","185.6","229.0","249.0","130.8","220.2","139.0","220.4","292.0","119.1","249.3","90.2","39.8","133.4","247.5"
"25-Feb","65.5","68.8","176.4","219.3","246.8","126.0","212.5","131.2","221.3","281.3","113.0","253.0","86.1","35.5","129.2","256.1"
"26-Feb","60.3","63.8","168.0","210.6","240.0","120.4","207.3","126.3","225.7","276.0","107.0","257.2","80.8","34.0","121.4","260.7"
"27-Feb","56.8","60.9","159.4","190.3","238.3","113.7","196.7","121.9","216.5","266.4","102.6","245.5","77.9","31.9","115.2","260.3"
"28-Feb","54.6","59.2","154.0","187.2","230.9","111.1","188.9","120.5","215.7","266.1","100.7","230.2","75.7","31.6","110.2","262.4"
"01-Mar","53.6","57.8","150.8","180.8","224.0","107.3","185.6","119.1","215.2","257.1","97.6","230.5","72.3","29.7","108.1","253.1"
"02-Mar","49.8","55.4","142.7","171.5","217.8","103.6","175.6","117.2","216.1","251.1","92.3","234.6","69.7","27.5","104.9","248.2"
"03-Mar","46.9","49.6","140.3","166.3","209.6","99.9","166.9","111.7","202.1","233.3","85.9","226.0","68.0","28.0","100.3","218.2"
"04-Mar","44.6","49.2","140.0","156.0","201.5","98.5","159.2","109.3","188.7","220.0","84.1","213.9","66.8","27.4","97.2","197.2"
"05-Mar","43.9","46.7","132.3","140.6","189.5","93.5","151.1","105.7","172.2","208.1","80.7","196.3","65.6","25.2","94.5","184.8"
"06-Mar","42.8","42.5","130.4","135.8","179.0","91.7","143.6","102.1","162.7","198.4","76.9","191.9","65.0","26.3","91.2","181.5"
"07-Mar","42.1","40.8","123.9","126.6","172.9","88.4","139.2","101.0","151.3","185.9","76.4","189.3","63.3","25.7","88.7","176.9"
"08-Mar","41.2","38.6","120.2","120.6","169.8","85.6","132.7","98.7","141.6","176.2","78.2","184.3","63.4","25.6","86.3","171.9"
"09-Mar","41.4","37.6","119.6","115.3","163.1","85.9","128.4","96.3","126.6","167.1","78.7","175.8","62.8","24.7","84.6","162.6"
"10-Mar","39.2","36.1","109.6","110.6","156.8","84.1","121.8","95.5","117.2","162.0","82.0","170.5","61.2","22.6","83.2","152.3"
"11-Mar","39.6","34.2","108.9","105.0","149.0","80.8","115.4","93.3","110.0","151.6","83.1","160.0","59.4","22.6","80.8","148.8"
"12-Mar","40.3","33.7","101.6","102.9","146.1","82.9","110.4","90.5","104.0","142.4","83.5","155.2","58.3","21.6","77.8","144.9"
"13-Mar","39.3","34.6","95.1","102.3","140.9","80.4","108.7","90.6","100.2","135.8","84.4","148.2","55.5","20.2","75.3","138.4"
"14-Mar","37.4","34.0","92.5","105.2","137.3","77.7","106.4","87.2","99.2","133.5","82.3","143.6","53.8","19.5","73.9","129.0"
"15-Mar","36.5","34.7","91.6","109.2","134.2","76.2","105.4","85.2","95.2","132.3","77.9","142.5","52.2","19.7","74.3","124.9"
"16-Mar","35.1","33.8","86.2","106.2","128.4","71.4","101.5","84.1","92.7","130.2","92.8","136.6","50.1","19.4","71.2","121.3"
"17-Mar","35.0","32.9","81.2","104.9","122.9","67.7","99.9","80.2","94.5","119.1","93.2","131.4","48.7","18.7","68.6","119.0"
"18-Mar","33.0","32.4","73.4","111.7","118.9","66.9","97.9","77.3","89.9","117.1","95.1","128.0","46.2","17.7","65.5","112.2"
"19-Mar","29.8","31.5","70.5","108.8","112.1","60.7","94.5","75.1","86.6","108.9","93.8","120.4","43.3","17.8","63.2","106.8"
"20-Mar","28.9","29.1","67.3","106.1","106.5","58.1","89.4","69.7","82.8","99.0","91.5","112.6","41.3","17.2","60.7","97.8"
"21-Mar","28.5","27.3","65.1","105.3","101.1","57.4","85.6","67.3","79.0","93.8","89.9","108.5","39.9","16.8","58.8","95.2"
"22-Mar","28.0","26.0","62.1","101.6","96.4","55.4","80.8","64.3","78.7","89.4","92.1","100.1","38.3","15.6","55.7","91.8"
"23-Mar","27.6","25.6","60.1","96.1","92.7","54.1","76.2","59.2","72.8","81.7","75.4","93.8","36.1","15.6","52.0","86.8"
"24-Mar","26.1","24.8","58.4","86.9","84.0","51.6","69.0","55.7","63.0","73.1","68.4","85.3","33.1","15.0","48.0","76.2"
"25-Mar","24.9","23.5","53.8","75.2","75.2","46.5","62.4","50.0","57.1","64.5","59.9","75.5","30.4","14.1","44.1","70.7"
"26-Mar","25.4","22.2","49.8","69.9","68.4","45.1","56.2","45.0","49.1","58.5","55.3","68.4","28.4","14.3","41.0","63.6"
"27-Mar","24.1","25.4","46.6","65.2","62.0","42.7","51.2","40.6","43.5","54.0","50.1","62.3","27.0","14.4","38.3","59.2"
"28-Mar","23.7","25.8","45.4","61.1","58.4","39.8","46.6","39.1","40.8","49.6","50.0","57.3","25.6","13.8","36.3","53.0"
"29-Mar","22.8","24.5","43.8","55.7","55.0","38.7","44.9","36.6","37.4","46.5","48.3","54.2","25.1","13.3","35.1","50.3"
"30-Mar","21.3","22.6","40.2","51.1","50.9","37.2","42.8","34.8","34.0","40.7","43.5","50.5","24.5","12.2","33.6","48.2"
"31-Mar","20.1","19.8","33.7","43.8","46.7","35.6","38.4","30.8","28.9","36.5","41.4","45.2","23.5","11.3","31.5","45.7"
"01-Abr","18.9","19.2","31.5","37.3","43.7","33.0","36.4","28.1","25.4","32.0","39.2","40.5","22.5","11.6","29.8","41.9"
"02-Abr","17.4","18.3","31.1","35.1","39.9","30.8","32.5","26.0","23.0","29.5","36.7","37.5","21.5","9.8","27.9","37.6"
"03-Abr","16.7","13.0","29.1","30.4","37.4","28.1","29.8","24.5","21.1","27.6","35.0","34.6","20.5","8.6","25.6","35.8"
"04-Abr","15.7","11.8","25.6","26.0","35.5","26.8","27.4","22.7","19.7","26.4","33.8","32.2","19.9","8.4","23.9","33.7"
"05-Abr","15.5","11.6","24.5","25.2","34.3","25.2","25.8","22.2","19.2","25.8","32.8","31.5","19.3","8.6","22.9","32.0"
"06-Abr","16.0","9.9","20.7","23.8","31.2","23.7","24.2","20.0","17.6","23.7","30.8","30.1","18.4","8.7","21.5","29.4"
"07-Abr","14.2","14.0","18.8","22.1","29.1","21.7","22.0","19.1","16.2","21.6","25.9","27.2","17.9","8.1","20.2","27.4"
"08-Abr","13.6","13.3","17.9","19.4","26.5","20.3","19.1","18.2","14.3","20.6","21.9","25.6","17.2","7.4","18.8","24.3"
"09-Abr","12.5","12.9","16.8","16.8","25.2","18.3","17.4","16.7","13.0","19.0","20.6","23.5","16.7","7.1","17.4","23.5"
